EmployeeID,ExitDate,ExitReason,TenureAtExit_Months,RehireEligible
EMP43545,2023-08-25,Better Opportunity,41,Yes
EMP43557,2025-01-29,Family Reasons,44,Yes
EMP43558,2024-12-14,Better Opportunity,26,Yes
EMP43565,2025-02-02,Better Opportunity,40,Yes
EMP43568,2025-03-31,Family Reasons,20,Yes
EMP43571,2024-08-30,Family Reasons,23,Yes
EMP43588,2025-09-08,Better Opportunity,6,Yes
EMP43592,2025-08-10,Family Reasons,22,Yes
EMP43597,2025-10-19,Health Issues,3,No
EMP43598,2025-07-23,Better Opportunity,33,Yes
EMP43600,2024-03-10,Family Reasons,37,Yes
EMP43601,2022-09-21,Better Opportunity,42,Yes
EMP43611,2024-08-22,Work Conditions,27,No
EMP43632,2023-04-16,End of Contract,43,Yes
EMP43675,2025-01-15,Salary Issues,23,No
EMP43688,2025-07-28,Family Reasons,4,Yes
EMP43723,2022-09-06,Salary Issues,42,No
EMP43726,2024-06-14,Family Reasons,24,Yes
EMP43735,2023-01-21,End of Contract,38,Yes
EMP43740,2025-10-22,Salary Issues,8,No
EMP43742,2025-11-06,Better Opportunity,9,Yes
EMP43756,2024-04-27,Better Opportunity,32,Yes
EMP43763,2025-03-15,End of Contract,44,Yes
EMP43774,2023-05-12,Better Opportunity,32,Yes
EMP43805,2024-01-15,End of Contract,46,Yes
EMP43835,2023-08-05,Salary Issues,32,No
EMP43838,2025-05-26,Work Conditions,19,No
EMP43851,2024-04-17,End of Contract,38,Yes
EMP43854,2025-02-01,Family Reasons,10,Yes
EMP43908,2024-04-26,End of Contract,43,Yes
EMP43910,2025-07-07,Better Opportunity,17,Yes
EMP43945,2024-08-05,Better Opportunity,22,Yes
EMP43946,2024-01-16,Better Opportunity,23,Yes
EMP43974,2024-11-20,End of Contract,38,Yes
EMP43987,2025-02-17,End of Contract,15,Yes
EMP43990,2024-10-21,Family Reasons,22,Yes
EMP43994,2025-11-03,Better Opportunity,45,Yes
EMP43995,2024-03-10,Better Opportunity,27,Yes
EMP44003,2024-01-08,End of Contract,37,Yes
EMP44016,2025-11-13,Better Opportunity,45,Yes
EMP44019,2025-11-09,Better Opportunity,3,Yes
EMP44031,2023-10-08,Better Opportunity,27,Yes
EMP44058,2024-11-20,End of Contract,25,Yes
EMP44071,2024-10-10,Family Reasons,16,Yes
EMP44112,2025-02-19,Work Conditions,14,No
EMP44120,2025-09-17,Work Conditions,5,No
EMP44121,2023-05-02,End of Contract,37,Yes
EMP44123,2024-08-14,Better Opportunity,26,Yes
EMP44132,2025-05-21,Better Opportunity,10,Yes
EMP44133,2025-02-04,End of Contract,14,Yes
EMP44153,2025-07-30,Health Issues,5,No
EMP44158,2024-06-02,Better Opportunity,33,Yes
EMP44197,2025-03-16,Salary Issues,25,No
EMP44221,2024-02-29,Better Opportunity,24,Yes
EMP44224,2025-02-28,Salary Issues,25,No
EMP44231,2025-08-30,Family Reasons,15,Yes
EMP44254,2023-04-05,Better Opportunity,35,Yes
EMP44255,2024-01-26,Salary Issues,44,No
EMP44264,2022-09-25,Better Opportunity,43,Yes
EMP44281,2024-01-14,Better Opportunity,43,Yes
EMP44287,2025-08-29,End of Contract,19,Yes
EMP44288,2025-01-28,Family Reasons,20,Yes
EMP44311,2024-02-19,Work Conditions,37,No
EMP44319,2024-01-22,Terminated,35,No
EMP44327,2025-03-14,End of Contract,11,Yes
EMP44336,2025-06-14,Family Reasons,41,Yes
EMP44350,2024-05-20,Family Reasons,28,Yes
EMP44365,2025-05-27,End of Contract,37,Yes
EMP44370,2025-08-24,End of Contract,17,Yes
EMP44372,2025-11-07,Work Conditions,32,No
EMP44377,2025-09-04,Salary Issues,20,No
EMP44382,2024-11-11,Better Opportunity,34,Yes
EMP44411,2025-08-28,Family Reasons,18,Yes
EMP44485,2024-06-23,End of Contract,40,Yes
EMP44501,2025-10-17,Family Reasons,6,Yes
EMP44514,2023-10-14,Family Reasons,27,Yes
EMP44520,2023-11-01,Terminated,41,No
EMP44541,2025-05-20,Better Opportunity,13,Yes
EMP44543,2025-10-05,End of Contract,10,Yes
EMP44544,2025-09-05,Better Opportunity,4,Yes
EMP44545,2023-10-17,Work Conditions,35,No
EMP44549,2024-11-26,End of Contract,21,Yes
EMP44563,2024-07-07,Better Opportunity,28,Yes
EMP44595,2025-08-29,End of Contract,9,Yes
EMP44627,2025-07-26,Family Reasons,20,Yes
EMP44631,2024-06-07,Better Opportunity,33,Yes
EMP44647,2023-07-07,End of Contract,33,Yes
EMP44656,2025-09-04,Better Opportunity,43,Yes
EMP44673,2025-11-09,End of Contract,21,Yes
EMP44693,2025-02-27,Better Opportunity,11,Yes
EMP44699,2024-03-10,Salary Issues,23,No
EMP44709,2024-12-04,End of Contract,25,Yes
EMP44715,2025-10-07,End of Contract,42,Yes
EMP44727,2025-01-27,End of Contract,11,Yes
EMP44760,2024-11-23,Better Opportunity,37,Yes
EMP44773,2025-02-14,Better Opportunity,14,Yes
EMP44774,2025-09-15,Better Opportunity,34,Yes
EMP44787,2025-07-28,Better Opportunity,11,Yes
EMP44793,2025-05-17,Family Reasons,12,Yes
EMP44821,2023-12-20,Salary Issues,26,No
EMP44827,2025-08-04,Salary Issues,34,No
EMP44841,2025-02-23,Better Opportunity,30,Yes
EMP44842,2023-09-16,End of Contract,46,Yes
EMP44846,2025-07-29,Family Reasons,25,Yes
EMP44860,2023-01-18,End of Contract,35,Yes
EMP44872,2025-08-20,Salary Issues,4,No
EMP44873,2025-10-31,Family Reasons,15,Yes
EMP44903,2025-10-24,Work Conditions,38,No
EMP44906,2025-07-17,Family Reasons,31,Yes
EMP44909,2025-04-23,Family Reasons,19,Yes
EMP44917,2025-06-13,End of Contract,19,Yes
EMP44936,2025-06-05,Salary Issues,20,No
EMP44939,2025-06-04,Family Reasons,15,Yes
EMP44951,2025-05-08,Better Opportunity,8,Yes
EMP44953,2023-03-09,Family Reasons,38,Yes
EMP44967,2025-08-19,Better Opportunity,5,Yes
EMP44991,2025-02-11,End of Contract,10,Yes
EMP44993,2025-06-21,Better Opportunity,15,Yes
EMP45008,2024-11-29,End of Contract,34,Yes
EMP45009,2025-02-05,End of Contract,17,Yes
EMP45024,2024-06-05,Better Opportunity,22,Yes
EMP45027,2025-04-07,Family Reasons,36,Yes
EMP45032,2025-07-02,End of Contract,12,Yes
EMP45058,2024-04-02,End of Contract,39,Yes
EMP45078,2025-03-01,Salary Issues,21,No
EMP45093,2024-09-29,Family Reasons,38,Yes
EMP45106,2025-10-13,Health Issues,21,No
EMP45119,2023-02-10,Better Opportunity,47,Yes
EMP45131,2024-12-28,Family Reasons,23,Yes
EMP45177,2025-10-15,Better Opportunity,7,Yes
EMP45216,2023-01-28,Better Opportunity,40,Yes
EMP45256,2025-08-04,Salary Issues,8,No
EMP45269,2024-04-20,End of Contract,29,Yes
EMP45284,2024-05-10,End of Contract,32,Yes
EMP45298,2025-04-27,Family Reasons,20,Yes
EMP45336,2022-09-26,End of Contract,42,Yes
EMP45342,2025-03-08,Family Reasons,35,Yes
EMP45344,2024-09-06,Better Opportunity,45,Yes
EMP45356,2024-01-02,End of Contract,45,Yes
EMP45358,2024-12-23,Better Opportunity,12,Yes
EMP45362,2024-03-09,Terminated,46,No
EMP45370,2024-05-18,Better Opportunity,27,Yes
EMP45383,2025-09-01,Better Opportunity,7,Yes
EMP45399,2025-07-07,End of Contract,20,Yes
EMP45418,2025-10-05,Better Opportunity,19,Yes
EMP45428,2023-03-27,End of Contract,45,Yes
EMP45434,2024-01-22,Terminated,25,No
EMP45449,2024-06-27,End of Contract,18,Yes
EMP45462,2025-07-09,Better Opportunity,40,Yes
EMP45465,2024-08-20,Salary Issues,19,No
EMP45479,2025-02-11,Better Opportunity,23,Yes
EMP45515,2025-09-17,End of Contract,7,Yes
EMP45519,2022-10-25,Better Opportunity,40,Yes
EMP45526,2024-06-12,Better Opportunity,31,Yes
EMP45530,2024-08-02,Better Opportunity,40,Yes
EMP45534,2025-05-12,End of Contract,19,Yes
EMP45547,2024-04-21,Family Reasons,26,Yes
EMP45552,2025-11-10,Family Reasons,4,Yes
EMP45562,2025-07-27,Better Opportunity,12,Yes
EMP45566,2024-05-05,Better Opportunity,23,Yes
EMP45568,2025-11-05,End of Contract,5,Yes
EMP45570,2025-10-20,Salary Issues,15,No
EMP45573,2022-10-01,Family Reasons,39,Yes
EMP45597,2025-08-05,Better Opportunity,35,Yes
EMP45604,2024-03-24,End of Contract,32,Yes
EMP45607,2025-10-28,Better Opportunity,24,Yes
EMP45610,2025-09-22,Better Opportunity,21,Yes
EMP45639,2025-09-17,Better Opportunity,12,Yes
EMP45648,2024-07-17,End of Contract,39,Yes
EMP45660,2025-06-21,Salary Issues,11,No
EMP45668,2025-10-24,End of Contract,7,Yes
EMP45692,2025-06-05,End of Contract,11,Yes
EMP45694,2025-10-30,Better Opportunity,24,Yes
EMP45713,2025-07-02,Family Reasons,12,Yes
EMP45726,2025-01-08,Family Reasons,15,Yes
EMP45731,2025-01-28,End of Contract,38,Yes
EMP45737,2025-09-16,Better Opportunity,5,Yes
EMP45739,2024-02-22,End of Contract,30,Yes
EMP45757,2025-06-08,Family Reasons,44,Yes
EMP45768,2025-08-02,Family Reasons,6,Yes
EMP45769,2023-02-10,Work Conditions,37,No
EMP45778,2025-03-24,Better Opportunity,22,Yes
EMP45796,2024-02-05,End of Contract,25,Yes
EMP45802,2024-08-13,Better Opportunity,26,Yes
EMP45816,2024-12-15,Salary Issues,22,No
EMP45842,2025-06-23,Family Reasons,6,Yes
EMP45844,2025-09-22,Family Reasons,28,Yes
EMP45859,2024-12-27,Better Opportunity,33,Yes
EMP45860,2024-07-15,Family Reasons,40,Yes
EMP45884,2025-03-06,Work Conditions,18,No
EMP45887,2025-05-11,Work Conditions,43,No
EMP45888,2025-03-23,Better Opportunity,14,Yes
EMP45896,2024-01-06,Family Reasons,27,Yes
EMP45899,2025-09-28,Better Opportunity,3,Yes
EMP45905,2025-06-13,End of Contract,35,Yes
EMP45922,2025-09-20,End of Contract,23,Yes
EMP45935,2024-08-04,End of Contract,27,Yes
EMP45939,2023-11-10,End of Contract,41,Yes
EMP45940,2025-03-13,Work Conditions,25,No
EMP45951,2024-03-25,Better Opportunity,42,Yes
EMP45956,2025-01-19,Better Opportunity,38,Yes
EMP45963,2025-10-04,Salary Issues,8,No
EMP45966,2025-10-12,Better Opportunity,20,Yes
EMP45997,2025-04-25,Salary Issues,21,No
EMP45999,2025-08-02,Better Opportunity,9,Yes
EMP46013,2025-07-15,Salary Issues,45,No
EMP46014,2025-05-21,End of Contract,13,Yes
EMP46016,2025-11-10,End of Contract,3,Yes
EMP46024,2024-12-08,Better Opportunity,32,Yes
EMP46033,2024-06-20,End of Contract,28,Yes
EMP46046,2024-07-16,End of Contract,29,Yes
EMP46070,2024-08-28,End of Contract,22,Yes
EMP46072,2023-11-09,Better Opportunity,36,Yes
EMP46089,2024-07-12,End of Contract,23,Yes
EMP46090,2025-05-13,Better Opportunity,25,Yes
EMP46096,2025-01-07,Better Opportunity,20,Yes
EMP46100,2025-03-10,End of Contract,45,Yes
EMP46120,2024-01-14,Family Reasons,32,Yes
EMP46130,2024-10-08,Better Opportunity,34,Yes
EMP46141,2025-03-07,Better Opportunity,13,Yes
EMP46143,2024-05-12,Work Conditions,34,No
EMP46153,2025-04-04,Work Conditions,46,No
EMP46154,2023-10-31,Better Opportunity,37,Yes
EMP46178,2025-04-01,Better Opportunity,36,Yes
EMP46190,2025-08-13,Health Issues,34,No
EMP46198,2025-06-12,Terminated,46,No
EMP46203,2025-05-29,Better Opportunity,9,Yes
EMP46246,2024-12-03,Work Conditions,35,No
EMP46248,2025-10-02,Family Reasons,20,Yes
EMP46256,2025-10-23,Terminated,11,No
EMP46261,2025-01-01,Better Opportunity,14,Yes
EMP46278,2025-04-17,Work Conditions,9,No
EMP46309,2025-09-21,End of Contract,9,Yes
EMP46314,2025-04-04,Better Opportunity,21,Yes
EMP46327,2025-07-11,End of Contract,38,Yes
EMP46332,2025-05-10,End of Contract,8,Yes
EMP46334,2025-08-16,Better Opportunity,15,Yes
EMP46384,2024-10-03,Family Reasons,33,Yes
EMP46416,2025-09-15,End of Contract,7,Yes
EMP46429,2025-08-29,Salary Issues,7,No
EMP46440,2025-07-19,End of Contract,14,Yes
EMP46445,2024-08-15,Better Opportunity,24,Yes
EMP46470,2025-08-18,Family Reasons,19,Yes
EMP46482,2025-06-30,End of Contract,21,Yes
EMP46498,2025-06-15,End of Contract,45,Yes
EMP46503,2025-07-25,Family Reasons,40,Yes
EMP46518,2025-01-05,End of Contract,33,Yes
EMP46519,2025-05-06,Better Opportunity,25,Yes
EMP46524,2025-03-29,Better Opportunity,12,Yes
EMP46557,2024-08-11,End of Contract,45,Yes
EMP46559,2025-08-19,Better Opportunity,5,Yes
EMP46581,2025-05-22,Family Reasons,7,Yes
EMP46588,2024-09-12,End of Contract,17,Yes
EMP46610,2024-03-11,Better Opportunity,33,Yes
EMP46620,2023-06-06,Better Opportunity,35,Yes
EMP46621,2025-08-06,Health Issues,10,No
EMP46635,2023-10-24,End of Contract,31,Yes
EMP46636,2025-05-01,Better Opportunity,25,Yes
EMP46645,2023-09-24,Health Issues,33,No
EMP46675,2025-04-22,Salary Issues,11,No
EMP46681,2025-07-23,Better Opportunity,14,Yes
EMP46696,2025-10-14,End of Contract,3,Yes
EMP46709,2024-03-04,Salary Issues,26,No
EMP46714,2025-07-07,Family Reasons,25,Yes
EMP46727,2025-11-09,End of Contract,12,Yes
EMP46730,2024-03-26,Better Opportunity,35,Yes
EMP46741,2025-08-18,End of Contract,25,Yes
EMP46749,2024-10-23,Family Reasons,28,Yes
EMP46767,2023-08-04,End of Contract,46,Yes
EMP46786,2024-10-04,Work Conditions,21,No
EMP46788,2024-11-24,Better Opportunity,29,Yes
EMP46789,2025-05-04,Better Opportunity,22,Yes
EMP46830,2025-09-15,Better Opportunity,6,Yes
EMP46832,2024-12-25,Better Opportunity,15,Yes
EMP46834,2025-02-08,Family Reasons,14,Yes
EMP46845,2025-02-26,Better Opportunity,30,Yes
EMP46870,2025-10-04,Family Reasons,7,Yes
EMP46886,2024-08-02,Better Opportunity,25,Yes
EMP46890,2025-05-30,Better Opportunity,10,Yes
EMP46914,2023-12-28,Better Opportunity,26,Yes
EMP46919,2024-10-10,Better Opportunity,15,Yes
EMP46927,2024-12-09,Better Opportunity,41,Yes
EMP46929,2025-04-02,Better Opportunity,8,Yes
EMP46939,2024-08-24,Better Opportunity,39,Yes
EMP46954,2023-03-10,Family Reasons,47,Yes
EMP46964,2023-12-27,Better Opportunity,29,Yes
EMP46965,2025-10-19,Better Opportunity,32,Yes
EMP46970,2024-04-16,Family Reasons,24,Yes
EMP46973,2024-05-27,Salary Issues,27,No
EMP46982,2025-07-24,End of Contract,28,Yes
EMP47004,2025-10-25,Better Opportunity,6,Yes
EMP47064,2024-08-03,Salary Issues,33,No
EMP47074,2025-06-19,Work Conditions,9,No
EMP47091,2024-10-31,Better Opportunity,20,Yes
EMP47097,2025-09-18,Better Opportunity,14,Yes
EMP47104,2024-10-06,Salary Issues,43,No
EMP47117,2025-05-09,Better Opportunity,9,Yes
EMP47139,2024-03-01,Terminated,25,No
EMP47141,2024-08-10,Better Opportunity,16,Yes
EMP47149,2024-04-05,Better Opportunity,23,Yes
EMP47161,2023-05-27,Better Opportunity,43,Yes
EMP47168,2025-11-05,End of Contract,33,Yes
EMP47171,2025-11-07,Better Opportunity,45,Yes
EMP47175,2025-03-31,Health Issues,35,No
EMP47184,2025-01-29,Family Reasons,10,Yes
EMP47191,2024-12-14,Terminated,21,No
EMP47208,2025-09-26,Salary Issues,11,No
EMP47209,2025-10-27,Family Reasons,4,Yes
EMP47223,2023-06-07,Better Opportunity,38,Yes
EMP47242,2024-07-09,Health Issues,31,No
EMP47247,2025-07-06,End of Contract,6,Yes
EMP47251,2024-12-28,End of Contract,12,Yes
EMP47252,2025-09-10,Better Opportunity,3,Yes
EMP47254,2023-12-14,Salary Issues,34,No
EMP47293,2025-10-15,Work Conditions,7,No
EMP47296,2025-04-27,Salary Issues,8,No
EMP47308,2024-08-07,Family Reasons,31,Yes
EMP47310,2025-04-28,Better Opportunity,34,Yes
EMP47313,2024-11-22,End of Contract,14,Yes
EMP47363,2023-02-26,Family Reasons,37,Yes
EMP47367,2024-10-08,Better Opportunity,36,Yes
EMP47377,2025-10-12,Work Conditions,31,No
EMP47385,2024-04-23,End of Contract,23,Yes
EMP47387,2025-03-10,Work Conditions,23,No
EMP47392,2023-11-10,Family Reasons,35,Yes
EMP47394,2025-03-01,Better Opportunity,17,Yes
EMP47396,2023-05-04,End of Contract,33,Yes
EMP47400,2025-07-06,End of Contract,11,Yes
EMP47406,2025-02-17,Better Opportunity,14,Yes
EMP47418,2025-05-15,Salary Issues,16,No
EMP47437,2025-09-16,Better Opportunity,11,Yes
EMP47442,2024-09-19,Work Conditions,38,No
EMP47454,2024-11-03,Work Conditions,13,No
EMP47463,2025-02-27,Better Opportunity,25,Yes
EMP47469,2024-07-13,Work Conditions,23,No
EMP47483,2024-07-28,Better Opportunity,25,Yes
EMP47486,2025-10-10,Better Opportunity,6,Yes
EMP47488,2025-03-05,Work Conditions,23,No
EMP47496,2025-01-21,Better Opportunity,16,Yes
EMP47505,2025-01-17,Better Opportunity,24,Yes
EMP47523,2025-10-05,Family Reasons,14,Yes
EMP47532,2025-06-21,Family Reasons,6,Yes
EMP47536,2025-10-26,Better Opportunity,12,Yes
EMP47548,2024-09-29,Family Reasons,23,Yes
EMP47553,2025-03-11,End of Contract,39,Yes
EMP47558,2023-10-31,Better Opportunity,27,Yes
EMP47563,2024-07-06,Family Reasons,17,Yes
EMP47567,2025-02-18,Health Issues,32,No
EMP47572,2025-01-23,Family Reasons,32,Yes
EMP47580,2023-02-02,End of Contract,45,Yes
EMP47581,2024-01-27,Better Opportunity,40,Yes
EMP47586,2022-12-06,Better Opportunity,46,Yes
EMP47595,2025-07-21,Better Opportunity,6,Yes
EMP47597,2023-09-06,Better Opportunity,36,Yes
EMP47622,2025-08-10,Health Issues,18,No
EMP47645,2024-11-18,Work Conditions,17,No
EMP47651,2024-04-08,End of Contract,34,Yes
EMP47662,2025-08-25,Family Reasons,45,Yes
EMP47672,2024-02-06,Better Opportunity,33,Yes
EMP47677,2025-07-10,Salary Issues,18,No
EMP47685,2024-01-19,Family Reasons,39,Yes
EMP47695,2024-04-02,Better Opportunity,42,Yes
EMP47700,2022-05-07,Work Conditions,44,No
EMP47705,2025-08-17,Better Opportunity,19,Yes
EMP47716,2025-06-13,Better Opportunity,9,Yes
EMP47742,2024-05-10,End of Contract,20,Yes
EMP47756,2024-02-06,Better Opportunity,28,Yes
EMP47783,2025-07-10,Better Opportunity,33,Yes
EMP47799,2025-05-12,Better Opportunity,7,Yes
EMP47808,2025-04-11,Work Conditions,34,No
EMP47820,2025-10-20,Better Opportunity,10,Yes
EMP47839,2025-01-12,End of Contract,23,Yes
EMP47858,2025-07-12,Better Opportunity,7,Yes
EMP47867,2025-05-29,Salary Issues,35,No
EMP47909,2024-09-06,Better Opportunity,20,Yes
EMP47914,2024-02-03,Salary Issues,39,No
EMP47945,2025-01-15,Better Opportunity,46,Yes
EMP47956,2024-12-24,Health Issues,46,No
EMP47965,2024-08-08,Salary Issues,22,No
EMP47968,2025-09-13,Better Opportunity,19,Yes
EMP47974,2024-01-08,Better Opportunity,37,Yes
EMP47984,2024-10-24,Better Opportunity,21,Yes
EMP48005,2025-10-25,Health Issues,6,No
EMP48017,2025-01-28,Salary Issues,20,No
EMP48022,2025-09-10,Better Opportunity,5,Yes
EMP48023,2025-05-20,End of Contract,13,Yes
EMP48046,2025-01-18,Better Opportunity,34,Yes
EMP48076,2025-10-02,Better Opportunity,39,Yes
EMP48083,2025-06-19,Better Opportunity,14,Yes
EMP48087,2025-08-24,Salary Issues,8,No
EMP48103,2023-02-24,End of Contract,35,Yes
EMP48110,2024-06-28,Better Opportunity,34,Yes
EMP48112,2022-05-13,Better Opportunity,44,Yes
EMP48145,2024-09-20,Salary Issues,38,No
EMP48152,2025-05-30,Better Opportunity,9,Yes
EMP48155,2025-01-02,Work Conditions,12,No
EMP48170,2024-01-03,Work Conditions,47,No
EMP48174,2025-04-20,Better Opportunity,10,Yes
EMP48184,2022-12-26,Better Opportunity,39,Yes
EMP48185,2025-10-02,Better Opportunity,30,Yes
EMP48186,2024-08-03,End of Contract,35,Yes
EMP48217,2023-11-08,Better Opportunity,35,Yes
EMP48241,2025-09-06,End of Contract,30,Yes
EMP48256,2025-02-05,End of Contract,26,Yes
EMP48266,2025-03-28,Work Conditions,10,No
EMP48280,2025-10-06,End of Contract,18,Yes
EMP48304,2025-11-07,Work Conditions,5,No
EMP48310,2024-10-01,End of Contract,18,Yes
EMP48317,2023-04-25,Better Opportunity,35,Yes
EMP48321,2025-04-10,End of Contract,13,Yes
EMP48322,2025-10-23,End of Contract,3,Yes
EMP48336,2023-07-17,Better Opportunity,33,Yes
EMP48406,2025-03-12,End of Contract,11,Yes
EMP48423,2024-01-03,Family Reasons,25,Yes
EMP48428,2024-09-05,End of Contract,37,Yes
EMP48494,2024-03-05,Better Opportunity,23,Yes
EMP48519,2025-05-01,Better Opportunity,17,Yes
EMP48531,2025-06-03,End of Contract,44,Yes
EMP48562,2023-07-13,Salary Issues,32,No
EMP48580,2023-03-28,End of Contract,41,Yes
EMP48600,2023-03-26,Salary Issues,35,No
EMP48601,2024-08-01,Better Opportunity,21,Yes
EMP48620,2025-07-11,Better Opportunity,24,Yes
EMP48641,2024-12-01,End of Contract,15,Yes
EMP48642,2025-06-29,Better Opportunity,20,Yes
EMP48646,2025-05-12,End of Contract,22,Yes
EMP48667,2025-06-11,Family Reasons,40,Yes
EMP48669,2025-04-16,Better Opportunity,16,Yes
EMP48691,2024-07-15,Family Reasons,18,Yes
EMP48717,2025-09-27,Better Opportunity,5,Yes
EMP48722,2025-06-03,End of Contract,35,Yes
EMP48726,2025-08-24,Salary Issues,4,No
EMP48773,2023-11-01,Better Opportunity,41,Yes
EMP48788,2024-03-02,Better Opportunity,46,Yes
EMP48805,2023-07-19,Salary Issues,44,No
EMP48839,2024-06-27,Better Opportunity,37,Yes
EMP48843,2023-06-16,Family Reasons,37,Yes
EMP48859,2025-09-25,Family Reasons,5,Yes
EMP48864,2024-04-29,Salary Issues,24,No
EMP48912,2024-08-12,Family Reasons,24,Yes
EMP48922,2024-02-22,Better Opportunity,28,Yes
EMP48927,2025-05-16,Better Opportunity,14,Yes
EMP48941,2025-08-04,Salary Issues,5,No
EMP48944,2025-11-04,Family Reasons,4,Yes
EMP48979,2025-10-28,Better Opportunity,33,Yes
EMP49007,2023-08-18,Family Reasons,41,Yes
EMP49010,2025-07-26,Family Reasons,7,Yes
EMP49013,2025-09-23,Better Opportunity,44,Yes
EMP49037,2024-11-15,Better Opportunity,29,Yes
EMP49038,2025-10-23,Family Reasons,6,Yes
EMP49056,2025-09-27,End of Contract,3,Yes
EMP49076,2024-10-09,End of Contract,31,Yes
EMP49105,2025-09-18,Family Reasons,3,Yes
EMP49111,2025-07-04,Better Opportunity,16,Yes
EMP49129,2025-06-12,Health Issues,39,No
EMP49133,2023-09-29,Work Conditions,30,No
EMP49145,2025-07-29,Better Opportunity,11,Yes
EMP49149,2025-08-25,Family Reasons,8,Yes
EMP49172,2025-09-01,Family Reasons,46,Yes
EMP49183,2023-11-13,End of Contract,42,Yes
EMP49219,2024-09-08,Work Conditions,39,No
EMP49224,2024-10-08,End of Contract,17,Yes
EMP49232,2025-05-12,Better Opportunity,11,Yes
EMP49241,2024-08-26,Family Reasons,33,Yes
EMP49267,2025-07-30,Better Opportunity,6,Yes
EMP49279,2023-05-10,Better Opportunity,33,Yes
EMP49309,2025-10-30,Better Opportunity,13,Yes
EMP49316,2023-10-30,Better Opportunity,34,Yes
EMP49320,2024-09-26,End of Contract,41,Yes
EMP49325,2024-07-31,Salary Issues,46,No
EMP49338,2025-02-02,Health Issues,18,No
EMP49387,2025-08-19,Better Opportunity,27,Yes
EMP49398,2025-01-28,Better Opportunity,30,Yes
EMP49406,2025-08-23,Health Issues,4,No
EMP49412,2024-09-26,Health Issues,38,No
EMP49416,2025-09-29,Family Reasons,13,Yes
EMP49448,2025-10-08,End of Contract,32,Yes
EMP49460,2025-08-28,End of Contract,33,Yes
EMP49462,2023-06-21,Family Reasons,46,Yes
EMP49472,2025-06-03,Better Opportunity,7,Yes
EMP49480,2025-09-01,End of Contract,5,Yes
EMP49495,2025-07-08,End of Contract,44,Yes
EMP49499,2023-06-19,Family Reasons,45,Yes
EMP49503,2025-08-23,End of Contract,17,Yes
EMP49521,2025-07-15,Salary Issues,29,No
EMP49568,2025-11-15,Family Reasons,16,Yes
EMP49617,2025-08-29,Family Reasons,9,Yes
EMP49619,2025-04-24,Better Opportunity,9,Yes
EMP49642,2025-04-16,End of Contract,42,Yes
EMP49659,2025-03-06,Better Opportunity,12,Yes
EMP49667,2025-10-04,End of Contract,7,Yes
EMP49678,2025-07-25,End of Contract,10,Yes
EMP49688,2025-03-24,Better Opportunity,41,Yes
EMP49703,2024-12-06,End of Contract,19,Yes
EMP49739,2025-05-03,Better Opportunity,27,Yes
EMP49757,2024-10-09,Better Opportunity,14,Yes
EMP49758,2025-01-15,Better Opportunity,11,Yes
EMP49811,2025-08-16,Better Opportunity,9,Yes
EMP49813,2025-02-01,Salary Issues,20,No
EMP49830,2025-06-18,Salary Issues,7,No
EMP49839,2024-11-26,End of Contract,15,Yes
EMP49863,2025-05-06,End of Contract,32,Yes
EMP49864,2025-11-03,Work Conditions,7,No
EMP49877,2023-11-25,Better Opportunity,26,Yes
EMP49892,2024-05-29,Work Conditions,30,No
EMP49895,2023-05-01,Salary Issues,46,No
EMP49896,2023-09-29,Work Conditions,33,No
EMP49907,2025-10-31,Better Opportunity,14,Yes
EMP49913,2024-12-08,End of Contract,13,Yes
EMP49950,2025-02-12,Better Opportunity,18,Yes
EMP49951,2025-10-21,End of Contract,4,Yes
EMP49976,2024-08-01,Salary Issues,26,No
EMP49979,2025-09-10,Better Opportunity,7,Yes
EMP49983,2023-12-14,End of Contract,40,Yes
EMP49994,2025-03-25,Better Opportunity,11,Yes
EMP49997,2023-10-03,Better Opportunity,26,Yes
EMP50029,2024-12-16,End of Contract,24,Yes
EMP50043,2023-07-14,End of Contract,30,Yes
EMP50057,2025-09-08,End of Contract,6,Yes
EMP50063,2024-11-22,Family Reasons,15,Yes
EMP50099,2025-09-29,End of Contract,13,Yes
EMP50109,2025-08-22,End of Contract,7,Yes
EMP50110,2025-01-17,End of Contract,21,Yes
EMP50113,2025-10-22,Better Opportunity,13,Yes
EMP50127,2024-10-06,Better Opportunity,17,Yes
EMP50141,2025-01-04,Better Opportunity,31,Yes
EMP50160,2023-05-24,Better Opportunity,36,Yes
EMP50171,2025-11-12,Salary Issues,4,No
EMP50172,2023-09-19,Better Opportunity,28,Yes
EMP50174,2024-07-10,End of Contract,25,Yes
EMP50179,2024-11-14,End of Contract,19,Yes
EMP50191,2024-11-28,End of Contract,30,Yes
EMP50201,2023-12-23,Work Conditions,37,No
EMP50220,2024-07-30,End of Contract,22,Yes
EMP50221,2025-06-13,Better Opportunity,28,Yes
EMP50225,2025-02-02,Better Opportunity,13,Yes
EMP50227,2025-04-05,Better Opportunity,16,Yes
EMP50238,2025-02-26,Better Opportunity,9,Yes
EMP50246,2024-12-31,Work Conditions,31,No
EMP50254,2025-07-04,Family Reasons,33,Yes
EMP50273,2025-01-06,End of Contract,31,Yes
EMP50274,2024-01-06,End of Contract,27,Yes
EMP50278,2024-02-09,Work Conditions,33,No
EMP50283,2025-10-18,End of Contract,3,Yes
